"unit" "studym" "intervention" "pre_post" "pd" "falls" "insurance" "prop_female_pd" "prop_white_pd" "prop_pd75" "prop_psy"
1 1 0 0 406 3 0.53448275862069 0.517241379310345 0.374384236453202 0.0935960591133005 0.15931
1 2 0 0 510 3 0.496078431372549 0.484313725490196 0.470588235294118 0.123529411764706 0.20116
1 3 0 0 543 8 0.401473296500921 0.534069981583794 0.458563535911602 0.101289134438306 0.2243
1 4 0 0 556 3 0.482014388489209 0.525179856115108 0.455035971223022 0.160071942446043 0.2144
1 5 0 0 588 5 0.474489795918367 0.537414965986395 0.496598639455782 0.139455782312925 0.28782
1 6 0 0 523 2 0.336520076481836 0.55640535372849 0.378585086042065 0.0879541108986616 0.34783
1 7 0 0 553 9 0.466546112115732 0.517179023508137 0.44122965641953 0.103074141048825 0.28702
1 8 0 0 378 6 0.462962962962963 0.563492063492063 0.441798941798942 0.0767195767195767 0.23127
1 9 0 1 472 7 0.275423728813559 0.432203389830508 0.521186440677966 0.139830508474576 0.33915
1 10 0 1 474 5 0.341772151898734 0.430379746835443 0.573839662447257 0.179324894514768 0.18956
1 11 0 1 579 6 0.440414507772021 0.504317789291883 0.436960276338515 0.176165803108808 0.28082
1 12 0 1 574 6 0.411149825783972 0.574912891986063 0.39198606271777 0.144599303135889 0.29932
1 13 0 1 562 2 0.416370106761566 0.645907473309609 0.565836298932384 0.165480427046263 0.29617
1 14 0 1 542 4 0.44280442804428 0.588560885608856 0.485239852398524 0.121771217712177 0.26065
1 15 0 1 534 2 0.456928838951311 0.561797752808989 0.408239700374532 0.181647940074906 0.28983
1 16 0 1 513 4 0.499025341130604 0.458089668615984 0.426900584795322 0.191033138401559 0.27641
1 17 0 1 579 3 0.457685664939551 0.51986183074266 0.483592400690846 0.233160621761658 0.24675
1 18 0 1 460 6 0.571739130434783 0.610869565217391 0.521739130434783 0.2 0.22203
1 19 0 1 589 2 0.505942275042445 0.550084889643463 0.544991511035654 0.149405772495756 0.22524
1 20 0 1 545 4 0.324770642201835 0.598165137614679 0.491743119266055 0.124770642201835 0.23871
1 21 0 1 525 3 0.497142857142857 0.579047619047619 0.436190476190476 0.228571428571429 0.32114
1 22 0 1 546 4 0.435897435897436 0.653846153846154 0.554945054945055 0.179487179487179 0.33171
1 23 0 1 535 3 0.319626168224299 0.549532710280374 0.528971962616822 0.0766355140186916 0.27467
1 24 0 1 524 9 0.438931297709924 0.515267175572519 0.49236641221374 0.146946564885496 0.24631
1 25 0 1 467 6 0.366167023554604 0.580299785867238 0.49678800856531 0.167023554603854 0.18712
1 26 0 1 590 1 0.411864406779661 0.449152542372881 0.508474576271186 0.00508474576271186 0.17568
2 1 1 0 433 3 0.722863741339492 0.605080831408776 0.251732101616628 0.265588914549654 0.22574
2 2 1 0 500 2 0.654 0.53 0.26 0.194 0.23862
2 3 1 0 473 8 0.695560253699789 0.570824524312896 0.317124735729387 0.217758985200846 0.30702
2 4 1 0 505 5 0.594059405940594 0.699009900990099 0.182178217821782 0.287128712871287 0.26506
2 5 1 0 524 10 0.807251908396947 0.679389312977099 0.318702290076336 0.362595419847328 0.2939
2 6 1 0 475 7 0.623157894736842 0.648421052631579 0.298947368421053 0.250526315789474 0.38415
2 7 1 0 506 5 0.66403162055336 0.677865612648221 0.284584980237154 0.296442687747036 0.26692
2 8 1 0 360 3 0.622222222222222 0.583333333333333 0.230555555555556 0.208333333333333 0.23412
2 9 1 1 494 2 0.59919028340081 0.578947368421053 0.198380566801619 0.259109311740891 0.22177
2 10 1 1 327 5 0.565749235474006 0.678899082568807 0.370030581039755 0.214067278287462 0.31401
2 11 1 1 30 2 0 0 1 0 0.47222
2 12 1 1 NA NA NA NA NA NA 0.70968
2 13 1 1 NA NA NA NA NA NA 0.53333
2 14 1 1 NA NA NA NA NA NA 0.7
2 15 1 1 NA NA NA NA NA NA 0.77419
2 16 1 1 NA NA NA NA NA NA 0.13333
2 17 1 1 NA NA NA NA NA NA 0.5
2 18 1 1 NA NA NA NA NA NA 0.25
2 19 1 1 NA NA NA NA NA NA 0.57143
2 20 1 1 NA NA NA NA NA NA 0.41176
2 21 1 1 NA NA NA NA NA NA 0.10526
2 22 1 1 NA NA NA NA NA NA 0.57895
2 23 1 1 NA NA NA NA NA NA 0.48276
2 24 1 1 NA NA NA NA NA NA 0.21429
2 25 1 1 NA NA NA NA NA NA 0.43478
2 26 1 1 NA NA NA NA NA NA 0.16216
3 1 0 0 283 2 0.519434628975265 0.42756183745583 0.219081272084806 0.445229681978799 0.11667
3 2 0 0 304 0 0.654605263157895 0.460526315789474 0.378289473684211 0.572368421052632 0.11702
3 3 0 0 304 1 0.578947368421053 0.407894736842105 0.513157894736842 0.411184210526316 0.2622
3 4 0 0 358 2 0.589385474860335 0.432960893854749 0.293296089385475 0.46927374301676 0.12851
3 5 0 0 371 0 0.566037735849057 0.442048517520216 0.401617250673854 0.266846361185984 0.36
3 6 0 0 340 2 0.694117647058824 0.570588235294118 0.364705882352941 0.364705882352941 0.35018
3 7 0 0 359 2 0.671309192200557 0.515320334261838 0.35933147632312 0.367688022284123 0.16968
3 8 0 0 251 2 0.641434262948207 0.52191235059761 0.549800796812749 0.266932270916335 0.16049
3 9 0 1 366 1 0.636612021857924 0.37431693989071 0.426229508196721 0.497267759562842 0.13793
3 10 0 1 328 5 0.652439024390244 0.518292682926829 0.323170731707317 0.609756097560976 0.1145
3 11 0 1 310 2 0.554838709677419 0.319354838709677 0.438709677419355 0.606451612903226 0.20737
3 12 0 1 374 2 0.505347593582888 0.382352941176471 0.427807486631016 0.419786096256685 0.20084
3 13 0 1 311 1 0.405144694533762 0.35048231511254 0.508038585209003 0.479099678456592 0.11392
3 14 0 1 314 0 0.557324840764331 0.547770700636943 0.331210191082803 0.423566878980892 0.19231
3 15 0 1 311 2 0.591639871382637 0.427652733118971 0.340836012861736 0.54983922829582 0.175
3 16 0 1 368 2 0.58695652173913 0.385869565217391 0.453804347826087 0.567934782608696 0.14554
3 17 0 1 415 1 0.681927710843373 0.551807228915663 0.346987951807229 0.67710843373494 0.09223
3 18 0 1 319 3 0.517241379310345 0.567398119122257 0.45141065830721 0.539184952978056 0.20524
3 19 0 1 450 3 0.466666666666667 0.548888888888889 0.366666666666667 0.517777777777778 0.20357
3 20 0 1 381 0 0.517060367454068 0.538057742782152 0.446194225721785 0.692913385826772 0.19551
3 21 0 1 397 1 0.632241813602015 0.455919395465995 0.476070528967254 0.795969773299748 0.22727
3 22 0 1 332 0 0.575301204819277 0.36144578313253 0.5 0.704819277108434 0.23724
3 23 0 1 431 3 0.561484918793503 0.491879350348028 0.559164733178654 0.48491879350348 0.39496
3 24 0 1 350 3 0.685714285714286 0.617142857142857 0.477142857142857 0.434285714285714 0.34568
3 25 0 1 345 0 0.56231884057971 0.585507246376812 0.347826086956522 0.434782608695652 0.09132
3 26 0 1 388 2 0.559278350515464 0.456185567010309 0.474226804123711 0.579896907216495 0.06667
4 1 0 0 576 3 0.741319444444444 0.600694444444444 0.243055555555556 0.220486111111111 0.164
4 2 0 0 664 6 0.712349397590361 0.561746987951807 0.265060240963855 0.212349397590361 0.12833
4 3 0 0 587 7 0.68824531516184 0.579216354344123 0.298126064735945 0.189097103918228 0.20658
4 4 0 0 542 5 0.714022140221402 0.564575645756458 0.321033210332103 0.260147601476015 0.2065
4 5 0 0 600 1 0.635 0.54 0.275 0.181666666666667 0.2521
4 6 0 0 602 3 0.68936877076412 0.54485049833887 0.26578073089701 0.172757475083056 0.24742
4 7 0 0 683 3 0.604685212298682 0.653001464128843 0.226939970717423 0.200585651537335 0.18336
4 8 0 0 442 7 0.746606334841629 0.427601809954751 0.319004524886878 0.192307692307692 0.1661
4 9 0 1 639 4 0.802816901408451 0.560250391236307 0.173708920187793 0.384976525821596 0.24575
4 10 0 1 581 3 0.691910499139415 0.559380378657487 0.282271944922547 0.344234079173838 0.15993
4 11 0 1 612 1 0.761437908496732 0.589869281045752 0.263071895424837 0.276143790849673 0.10142
4 12 0 1 631 2 0.708399366085578 0.602218700475436 0.385103011093502 0.33122028526149 0.24178
4 13 0 1 592 5 0.653716216216216 0.555743243243243 0.3125 0.33277027027027 0.16123
4 14 0 1 608 2 0.707236842105263 0.462171052631579 0.256578947368421 0.223684210526316 0.15359
4 15 0 1 553 2 0.687160940325497 0.504520795660036 0.229656419529837 0.291139240506329 0.13313
4 16 0 1 608 4 0.787828947368421 0.472039473684211 0.226973684210526 0.317434210526316 0.14331
4 17 0 1 633 6 0.706161137440758 0.541864139020537 0.375987361769352 0.309636650868878 0.21166
4 18 0 1 535 0 0.852336448598131 0.519626168224299 0.282242990654206 0.465420560747664 0.20638
4 19 0 1 647 2 0.76661514683153 0.476043276661515 0.295208655332303 0.343122102009274 0.21557
4 20 0 1 593 2 0.763912310286678 0.556492411467116 0.313659359190556 0.445193929173693 0.26502
4 21 0 1 595 3 0.707563025210084 0.563025210084034 0.352941176470588 0.463865546218487 0.22836
4 22 0 1 556 0 0.688848920863309 0.58273381294964 0.27158273381295 0.273381294964029 0.22384
4 23 0 1 608 1 0.819078947368421 0.569078947368421 0.254934210526316 0.432565789473684 0.17733
4 24 0 1 594 4 0.752525252525252 0.531986531986532 0.316498316498317 0.383838383838384 0.20508
4 25 0 1 578 5 0.71280276816609 0.577854671280277 0.356401384083045 0.385813148788927 0.20476
4 26 0 1 603 4 0.741293532338308 0.537313432835821 0.258706467661692 0.12106135986733 0.10428
5 1 0 0 1097 5 0.379216043755697 0.512306289881495 0.360072926162261 0.0793072014585232 0.09699
5 2 0 0 987 1 0.333333333333333 0.565349544072948 0.24113475177305 0.0749746707193516 0.1439
5 3 0 0 947 4 0.333685322069694 0.357972544878564 0.352692713833157 0.0527983104540655 0.21134
5 4 0 0 757 4 0.376486129458388 0.420079260237781 0.289299867899604 0.0686922060766182 0.22888
5 5 0 0 945 5 0.364021164021164 0.558730158730159 0.366137566137566 0.0264550264550265 0.20082
5 6 0 0 921 0 0.407166123778502 0.465798045602606 0.403908794788274 0.0879478827361563 0.36864
5 7 0 0 971 4 0.378990731204943 0.479917610710608 0.37384140061792 0.0895983522142122 0.19242
5 8 0 0 683 8 0.358711566617862 0.562225475841874 0.330893118594436 0.101024890190337 0.26737
5 9 0 1 1051 2 0.324452901998097 0.552806850618459 0.335870599429115 0.113225499524263 0.26337
5 10 0 1 1154 3 0.362218370883882 0.499133448873484 0.37001733102253 0.131715771230503 0.20776
5 11 0 1 1169 9 0.366980325064157 0.566295979469632 0.3464499572284 0.109495295124038 0.13647
5 12 0 1 1238 11 0.407915993537964 0.540387722132472 0.350565428109855 0.0936995153473344 0.17894
5 13 0 1 1065 3 0.31924882629108 0.568075117370892 0.375586854460094 0.0769953051643193 0.18699
5 14 0 1 1113 3 0.386343216531896 0.556154537286613 0.291105121293801 0.0889487870619946 0.16459
5 15 0 1 991 9 0.319878910191726 0.427850655903128 0.296670030272452 0.0221997981836529 0.16508
5 16 0 1 949 9 0.345626975763962 0.373024236037935 0.301369863013699 0.0684931506849315 0.1363
5 17 0 1 988 3 0.371457489878542 0.506072874493927 0.379554655870445 0.101214574898785 0.17852
5 18 0 1 948 5 0.302742616033755 0.529535864978903 0.380801687763713 0.0864978902953586 0.17375
5 19 0 1 1103 5 0.313689936536718 0.449682683590209 0.326382592928377 0.0525838621940163 0.09699
5 20 0 1 1054 5 0.351043643263757 0.586337760910816 0.357685009487666 0.154648956356736 0.16981
5 21 0 1 1026 7 0.324561403508772 0.45224171539961 0.33625730994152 0.153021442495127 0.12953
5 22 0 1 879 2 0.311717861205916 0.525597269624573 0.407281001137656 0.068259385665529 0.15457
5 23 0 1 914 7 0.357768052516411 0.578774617067834 0.286652078774617 0.0809628008752735 0.11695
5 24 0 1 972 5 0.342592592592593 0.584362139917695 0.378600823045267 0.0617283950617284 0.18608
5 25 0 1 862 5 0.425754060324826 0.591647331786543 0.325986078886311 0.155452436194896 0.17581
5 26 0 1 1082 9 0.356746765249538 0.507393715341959 0.362292051756007 0.150646950092421 0.12758
6 1 0 0 265 1 0.467924528301887 0.607547169811321 0.245283018867925 0.120754716981132 0.13258
6 2 0 0 395 2 0.4 0.592405063291139 0.29620253164557 0.0936708860759494 0.16718
6 3 0 0 381 0 0.435695538057743 0.619422572178478 0.320209973753281 0.094488188976378 0.12613
6 4 0 0 517 0 0.572533849129594 0.611218568665377 0.270793036750484 0.216634429400387 0.23673
6 5 0 0 549 1 0.502732240437158 0.568306010928962 0.238615664845173 0.109289617486339 0.32544
6 6 0 0 505 0 0.540594059405941 0.712871287128713 0.221782178217822 0.221782178217822 0.30285
6 7 0 0 542 0 0.529520295202952 0.745387453874539 0.309963099630996 0.1309963099631 0.17547
6 8 0 0 366 4 0.519125683060109 0.601092896174863 0.401639344262295 0.218579234972678 0.2659
6 9 0 1 410 1 0.48780487804878 0.539024390243902 0.253658536585366 0.192682926829268 0.23929
6 10 0 1 402 2 0.557213930348259 0.641791044776119 0.378109452736318 0.350746268656716 0.26718
6 11 0 1 514 1 0.533073929961089 0.544747081712062 0.359922178988327 0.239299610894942 0.21239
6 12 0 1 526 1 0.534220532319392 0.543726235741445 0.408745247148289 0.230038022813688 0.15285
6 13 0 1 330 1 0.6 0.496969696969697 0.393939393939394 0.233333333333333 0.19903
6 14 0 1 478 2 0.579497907949791 0.510460251046025 0.280334728033473 0.259414225941423 0.24265
6 15 0 1 509 1 0.575638506876228 0.426326129666012 0.277013752455796 0.282907662082515 0.21103
6 16 0 1 506 3 0.612648221343874 0.41304347826087 0.270750988142292 0.270750988142292 0.26347
6 17 0 1 521 0 0.618042226487524 0.464491362763916 0.220729366602687 0.224568138195777 0.24377
6 18 0 1 482 0 0.578838174273859 0.429460580912863 0.201244813278008 0.205394190871369 0.24895
6 19 0 1 533 3 0.609756097560976 0.551594746716698 0.219512195121951 0.279549718574109 0.21157
6 20 0 1 523 2 0.588910133843212 0.565965583173996 0.177820267686424 0.217973231357553 0.12072
6 21 0 1 480 1 0.597916666666667 0.652083333333333 0.233333333333333 0.1875 0.2627
6 22 0 1 473 3 0.604651162790698 0.634249471458774 0.268498942917548 0.19661733615222 0.24949
6 23 0 1 432 0 0.666666666666667 0.509259259259259 0.263888888888889 0.194444444444444 0.2875
6 24 0 1 501 2 0.584830339321357 0.614770459081836 0.179640718562874 0.217564870259481 0.1706
6 25 0 1 509 0 0.447937131630648 0.400785854616896 0.131630648330059 0.165029469548134 0.09176
6 26 0 1 532 2 0.573308270676692 0.483082706766917 0.332706766917293 NA 0.12833
7 1 1 0 384 1 0.541666666666667 0.3515625 0.481770833333333 0.0208333333333333 0.21564
7 2 1 0 377 2 0.450928381962865 0.408488063660477 0.435013262599469 0.0503978779840849 0.25
7 3 1 0 356 1 0.564606741573034 0.539325842696629 0.379213483146067 0.0870786516853933 0.25735
7 4 1 0 411 1 0.62043795620438 0.506082725060827 0.403892944038929 0.214111922141119 0.222
7 5 1 0 416 2 0.699519230769231 0.545673076923077 0.408653846153846 0.151442307692308 0.43035
7 6 1 0 394 3 0.512690355329949 0.461928934010152 0.390862944162437 0.0989847715736041 0.45254
7 7 1 0 403 0 0.595533498759305 0.481389578163772 0.483870967741935 0.0595533498759305 0.24699
7 8 1 0 258 4 0.651162790697674 0.468992248062016 0.422480620155039 0.193798449612403 0.27004
7 9 1 1 389 5 0.560411311053985 0.470437017994859 0.537275064267352 0.159383033419023 0.23142
